System Version: 1011601622
No	Value		Title
8047	0		X pos. abs. comp. pitch err. table no.47
8048	0		X pos. abs. comp. pitch err. table no.48
8049	0		X pos. abs. comp. pitch err. table no.49
8050	0		X pos. abs. comp. pitch err. table no.50
8051	0		X pos. abs. comp. pitch err. table no.51
8052	0		X pos. abs. comp. pitch err. table no.52
8053	0		X pos. abs. comp. pitch err. table no.53
8054	0		X pos. abs. comp. pitch err. table no.54
8055	0		X pos. abs. comp. pitch err. table no.55
8056	0		X pos. abs. comp. pitch err. table no.56
8057	0		X pos. abs. comp. pitch err. table no.57
8058	0		X pos. abs. comp. pitch err. table no.58
8059	0		X pos. abs. comp. pitch err. table no.59
8060	0		X pos. abs. comp. pitch err. table no.60
8061	0		X pos. abs. comp. pitch err. table no.61
8062	0		X pos. abs. comp. pitch err. table no.62
8063	0		X pos. abs. comp. pitch err. table no.63
8064	0		X pos. abs. comp. pitch err. table no.64
8065	0		X pos. abs. comp. pitch err. table no.65
8066	0		X pos. abs. comp. pitch err. table no.66
8067	0		X pos. abs. comp. pitch err. table no.67
8068	0		X pos. abs. comp. pitch err. table no.68
8069	0		X pos. abs. comp. pitch err. table no.69
8070	0		X pos. abs. comp. pitch err. table no.70
8071	0		X pos. abs. comp. pitch err. table no.71
8072	0		X pos. abs. comp. pitch err. table no.72
8073	0		X pos. abs. comp. pitch err. table no.73
8074	0		X pos. abs. comp. pitch err. table no.74
8075	0		X pos. abs. comp. pitch err. table no.75
8076	0		X pos. abs. comp. pitch err. table no.76
8077	0		X pos. abs. comp. pitch err. table no.77
8078	0		X pos. abs. comp. pitch err. table no.78
8079	0		X pos. abs. comp. pitch err. table no.79
8080	0		X pos. abs. comp. pitch err. table no.80
8081	0		X pos. abs. comp. pitch err. table no.81
8082	0		X pos. abs. comp. pitch err. table no.82
8083	0		X pos. abs. comp. pitch err. table no.83
8084	0		X pos. abs. comp. pitch err. table no.84
8085	0		X pos. abs. comp. pitch err. table no.85
8086	0		X pos. abs. comp. pitch err. table no.86
8087	0		X pos. abs. comp. pitch err. table no.87
8088	0		X pos. abs. comp. pitch err. table no.88
8089	0		X pos. abs. comp. pitch err. table no.89
8090	0		X pos. abs. comp. pitch err. table no.90
8091	0		X pos. abs. comp. pitch err. table no.91
8092	0		X pos. abs. comp. pitch err. table no.92
8093	0		X pos. abs. comp. pitch err. table no.93
8094	0		X pos. abs. comp. pitch err. table no.94
8095	0		X pos. abs. comp. pitch err. table no.95
8096	0		X pos. abs. comp. pitch err. table no.96
8097	0		X pos. abs. comp. pitch err. table no.97
8098	0		X pos. abs. comp. pitch err. table no.98
8099	0		X pos. abs. comp. pitch err. table no.99
8100	0		X pos. abs. comp. pitch err. table no.100
8101	0		X neg. abs. comp. pitch err. table no.1
8102	0		X neg. abs. comp. pitch err. table no.2
8103	0		X neg. abs. comp. pitch err. table no.3
8104	0		X neg. abs. comp. pitch err. table no.4
8105	0		X neg. abs. comp. pitch err. table no.5
8106	0		X neg. abs. comp. pitch err. table no.6
8107	0		X neg. abs. comp. pitch err. table no.7
8108	0		X neg. abs. comp. pitch err. table no.8
8109	0		X neg. abs. comp. pitch err. table no.9
8110	0		X neg. abs. comp. pitch err. table no.10
8111	0		X neg. abs. comp. pitch err. table no.11
8112	0		X neg. abs. comp. pitch err. table no.12
8113	0		X neg. abs. comp. pitch err. table no.13
8114	0		X neg. abs. comp. pitch err. table no.14
8115	0		X neg. abs. comp. pitch err. table no.15
8116	0		X neg. abs. comp. pitch err. table no.16
8117	0		X neg. abs. comp. pitch err. table no.17
8118	0		X neg. abs. comp. pitch err. table no.18
8119	0		X neg. abs. comp. pitch err. table no.19
8120	0		X neg. abs. comp. pitch err. table no.20
8121	0		X neg. abs. comp. pitch err. table no.21
8122	0		X neg. abs. comp. pitch err. table no.22
8123	0		X neg. abs. comp. pitch err. table no.23
8124	0		X neg. abs. comp. pitch err. table no.24
8125	0		X neg. abs. comp. pitch err. table no.25
8126	0		X neg. abs. comp. pitch err. table no.26
8127	0		X neg. abs. comp. pitch err. table no.27
8128	0		X neg. abs. comp. pitch err. table no.28
8129	0		X neg. abs. comp. pitch err. table no.29
8130	0		X neg. abs. comp. pitch err. table no.30
8131	0		X neg. abs. comp. pitch err. table no.31
8132	0		X neg. abs. comp. pitch err. table no.32
8133	0		X neg. abs. comp. pitch err. table no.33
8134	0		X neg. abs. comp. pitch err. table no.34
8135	0		X neg. abs. comp. pitch err. table no.35
8136	0		X neg. abs. comp. pitch err. table no.36
8137	0		X neg. abs. comp. pitch err. table no.37
8138	0		X neg. abs. comp. pitch err. table no.38
8139	0		X neg. abs. comp. pitch err. table no.39
8140	0		X neg. abs. comp. pitch err. table no.40
8141	0		X neg. abs. comp. pitch err. table no.41
8142	0		X neg. abs. comp. pitch err. table no.42
8143	0		X neg. abs. comp. pitch err. table no.43
8144	0		X neg. abs. comp. pitch err. table no.44
8145	0		X neg. abs. comp. pitch err. table no.45
8146	0		X neg. abs. comp. pitch err. table no.46
8147	0		X neg. abs. comp. pitch err. table no.47
8148	0		X neg. abs. comp. pitch err. table no.48
8149	0		X neg. abs. comp. pitch err. table no.49
8150	0		X neg. abs. comp. pitch err. table no.50
8151	0		X neg. abs. comp. pitch err. table no.51
8152	0		X neg. abs. comp. pitch err. table no.52
8153	0		X neg. abs. comp. pitch err. table no.53
8154	0		X neg. abs. comp. pitch err. table no.54
8155	0		X neg. abs. comp. pitch err. table no.55
8156	0		X neg. abs. comp. pitch err. table no.56
8157	0		X neg. abs. comp. pitch err. table no.57
8158	0		X neg. abs. comp. pitch err. table no.58
8159	0		X neg. abs. comp. pitch err. table no.59
8160	0		X neg. abs. comp. pitch err. table no.60
8161	0		X neg. abs. comp. pitch err. table no.61
8162	0		X neg. abs. comp. pitch err. table no.62
8163	0		X neg. abs. comp. pitch err. table no.63
8164	0		X neg. abs. comp. pitch err. table no.64
8165	0		X neg. abs. comp. pitch err. table no.65
8166	0		X neg. abs. comp. pitch err. table no.66
8167	0		X neg. abs. comp. pitch err. table no.67
8168	0		X neg. abs. comp. pitch err. table no.68
8169	0		X neg. abs. comp. pitch err. table no.69
8170	0		X neg. abs. comp. pitch err. table no.70
8171	0		X neg. abs. comp. pitch err. table no.71
8172	0		X neg. abs. comp. pitch err. table no.72
8173	0		X neg. abs. comp. pitch err. table no.73
8174	0		X neg. abs. comp. pitch err. table no.74
8175	0		X neg. abs. comp. pitch err. table no.75
8176	0		X neg. abs. comp. pitch err. table no.76
8177	0		X neg. abs. comp. pitch err. table no.77
8178	0		X neg. abs. comp. pitch err. table no.78
8179	0		X neg. abs. comp. pitch err. table no.79
8180	0		X neg. abs. comp. pitch err. table no.80
8181	0		X neg. abs. comp. pitch err. table no.81
8182	0		X neg. abs. comp. pitch err. table no.82
8183	0		X neg. abs. comp. pitch err. table no.83
8184	0		X neg. abs. comp. pitch err. table no.84
8185	0		X neg. abs. comp. pitch err. table no.85
8186	0		X neg. abs. comp. pitch err. table no.86
8187	0		X neg. abs. comp. pitch err. table no.87
8188	0		X neg. abs. comp. pitch err. table no.88
8189	0		X neg. abs. comp. pitch err. table no.89
8190	0		X neg. abs. comp. pitch err. table no.90
8191	0		X neg. abs. comp. pitch err. table no.91
8192	0		X neg. abs. comp. pitch err. table no.92
8193	0		X neg. abs. comp. pitch err. table no.93
8194	0		X neg. abs. comp. pitch err. table no.94
8195	0		X neg. abs. comp. pitch err. table no.95
8196	0		X neg. abs. comp. pitch err. table no.96
8197	0		X neg. abs. comp. pitch err. table no.97
8198	0		X neg. abs. comp. pitch err. table no.98
8199	0		X neg. abs. comp. pitch err. table no.99
8200	0		X neg. abs. comp. pitch err. table no.100
8201	0		Y pos. abs. comp. pitch err. table no.1
8202	0		Y pos. abs. comp. pitch err. table no.2
8203	0		Y pos. abs. comp. pitch err. table no.3
8204	0		Y pos. abs. comp. pitch err. table no.4
8205	0		Y pos. abs. comp. pitch err. table no.5
8206	0		Y pos. abs. comp. pitch err. table no.6
8207	0		Y pos. abs. comp. pitch err. table no.7
8208	0		Y pos. abs. comp. pitch err. table no.8
8209	0		Y pos. abs. comp. pitch err. table no.9
8210	0		Y pos. abs. comp. pitch err. table no.10
8211	0		Y pos. abs. comp. pitch err. table no.11
8212	0		Y pos. abs. comp. pitch err. table no.12
8213	0		Y pos. abs. comp. pitch err. table no.13
8214	0		Y pos. abs. comp. pitch err. table no.14
8215	0		Y pos. abs. comp. pitch err. table no.15
8216	0		Y pos. abs. comp. pitch err. table no.16
8217	0		Y pos. abs. comp. pitch err. table no.17
8218	0		Y pos. abs. comp. pitch err. table no.18
8219	0		Y pos. abs. comp. pitch err. table no.19
8220	0		Y pos. abs. comp. pitch err. table no.20
8221	0		Y pos. abs. comp. pitch err. table no.21
8222	0		Y pos. abs. comp. pitch err. table no.22
8223	0		Y pos. abs. comp. pitch err. table no.23
8224	0		Y pos. abs. comp. pitch err. table no.24
8225	0		Y pos. abs. comp. pitch err. table no.25
8226	0		Y pos. abs. comp. pitch err. table no.26
8227	0		Y pos. abs. comp. pitch err. table no.27
8228	0		Y pos. abs. comp. pitch err. table no.28
8229	0		Y pos. abs. comp. pitch err. table no.29
8230	0		Y pos. abs. comp. pitch err. table no.30
8231	0		Y pos. abs. comp. pitch err. table no.31
8232	0		Y pos. abs. comp. pitch err. table no.32
8233	0		Y pos. abs. comp. pitch err. table no.33
8234	0		Y pos. abs. comp. pitch err. table no.34
8235	0		Y pos. abs. comp. pitch err. table no.35
8236	0		Y pos. abs. comp. pitch err. table no.36
8237	0		Y pos. abs. comp. pitch err. table no.37
8238	0		Y pos. abs. comp. pitch err. table no.38
8239	0		Y pos. abs. comp. pitch err. table no.39
8240	0		Y pos. abs. comp. pitch err. table no.40
8241	0		Y pos. abs. comp. pitch err. table no.41
8242	0		Y pos. abs. comp. pitch err. table no.42
8243	0		Y pos. abs. comp. pitch err. table no.43
8244	0		Y pos. abs. comp. pitch err. table no.44
8245	0		Y pos. abs. comp. pitch err. table no.45
8246	0		Y pos. abs. comp. pitch err. table no.46
8247	0		Y pos. abs. comp. pitch err. table no.47
8248	0		Y pos. abs. comp. pitch err. table no.48
8249	0		Y pos. abs. comp. pitch err. table no.49
8250	0		Y pos. abs. comp. pitch err. table no.50
8251	0		Y pos. abs. comp. pitch err. table no.51
8252	0		Y pos. abs. comp. pitch err. table no.52
8253	0		Y pos. abs. comp. pitch err. table no.53
8254	0		Y pos. abs. comp. pitch err. table no.54
8255	0		Y pos. abs. comp. pitch err. table no.55
8256	0		Y pos. abs. comp. pitch err. table no.56
8257	0		Y pos. abs. comp. pitch err. table no.57
8258	0		Y pos. abs. comp. pitch err. table no.58
8259	0		Y pos. abs. comp. pitch err. table no.59
8260	0		Y pos. abs. comp. pitch err. table no.60
8261	0		Y pos. abs. comp. pitch err. table no.61
8262	0		Y pos. abs. comp. pitch err. table no.62
8263	0		Y pos. abs. comp. pitch err. table no.63
8264	0		Y pos. abs. comp. pitch err. table no.64
8265	0		Y pos. abs. comp. pitch err. table no.65
8266	0		Y pos. abs. comp. pitch err. table no.66
8267	0		Y pos. abs. comp. pitch err. table no.67
8268	0		Y pos. abs. comp. pitch err. table no.68
8269	0		Y pos. abs. comp. pitch err. table no.69
8270	0		Y pos. abs. comp. pitch err. table no.70
8271	0		Y pos. abs. comp. pitch err. table no.71
8272	0		Y pos. abs. comp. pitch err. table no.72
8273	0		Y pos. abs. comp. pitch err. table no.73
8274	0		Y pos. abs. comp. pitch err. table no.74
8275	0		Y pos. abs. comp. pitch err. table no.75
8276	0		Y pos. abs. comp. pitch err. table no.76
8277	0		Y pos. abs. comp. pitch err. table no.77
8278	0		Y pos. abs. comp. pitch err. table no.78
8279	0		Y pos. abs. comp. pitch err. table no.79
8280	0		Y pos. abs. comp. pitch err. table no.80
8281	0		Y pos. abs. comp. pitch err. table no.81
8282	0		Y pos. abs. comp. pitch err. table no.82
8283	0		Y pos. abs. comp. pitch err. table no.83
8284	0		Y pos. abs. comp. pitch err. table no.84
8285	0		Y pos. abs. comp. pitch err. table no.85
8286	0		Y pos. abs. comp. pitch err. table no.86
8287	0		Y pos. abs. comp. pitch err. table no.87
8288	0		Y pos. abs. comp. pitch err. table no.88
8289	0		Y pos. abs. comp. pitch err. table no.89
8290	0		Y pos. abs. comp. pitch err. table no.90
8291	0		Y pos. abs. comp. pitch err. table no.91
8292	0		Y pos. abs. comp. pitch err. table no.92
8293	0		Y pos. abs. comp. pitch err. table no.93
8294	0		Y pos. abs. comp. pitch err. table no.94
8295	0		Y pos. abs. comp. pitch err. table no.95
8296	0		Y pos. abs. comp. pitch err. table no.96
8297	0		Y pos. abs. comp. pitch err. table no.97
8298	0		Y pos. abs. comp. pitch err. table no.98
8299	0		Y pos. abs. comp. pitch err. table no.99
8300	0		Y pos. abs. comp. pitch err. table no.100
8301	0		Y neg. abs. comp. pitch err. table no.1
8302	0		Y neg. abs. comp. pitch err. table no.2
8303	0		Y neg. abs. comp. pitch err. table no.3
8304	0		Y neg. abs. comp. pitch err. table no.4
8305	0		Y neg. abs. comp. pitch err. table no.5
8306	0		Y neg. abs. comp. pitch err. table no.6
8307	0		Y neg. abs. comp. pitch err. table no.7
8308	0		Y neg. abs. comp. pitch err. table no.8
8309	0		Y neg. abs. comp. pitch err. table no.9
8310	0		Y neg. abs. comp. pitch err. table no.10
8311	0		Y neg. abs. comp. pitch err. table no.11
8312	0		Y neg. abs. comp. pitch err. table no.12
8313	0		Y neg. abs. comp. pitch err. table no.13
8314	0		Y neg. abs. comp. pitch err. table no.14
8315	0		Y neg. abs. comp. pitch err. table no.15
8316	0		Y neg. abs. comp. pitch err. table no.16
8317	0		Y neg. abs. comp. pitch err. table no.17
8318	0		Y neg. abs. comp. pitch err. table no.18
8319	0		Y neg. abs. comp. pitch err. table no.19
8320	0		Y neg. abs. comp. pitch err. table no.20
8321	0		Y neg. abs. comp. pitch err. table no.21
8322	0		Y neg. abs. comp. pitch err. table no.22
8323	0		Y neg. abs. comp. pitch err. table no.23
8324	0		Y neg. abs. comp. pitch err. table no.24
8325	0		Y neg. abs. comp. pitch err. table no.25
8326	0		Y neg. abs. comp. pitch err. table no.26
8327	0		Y neg. abs. comp. pitch err. table no.27
8328	0		Y neg. abs. comp. pitch err. table no.28
8329	0		Y neg. abs. comp. pitch err. table no.29
8330	0		Y neg. abs. comp. pitch err. table no.30
8331	0		Y neg. abs. comp. pitch err. table no.31
8332	0		Y neg. abs. comp. pitch err. table no.32
8333	0		Y neg. abs. comp. pitch err. table no.33
8334	0		Y neg. abs. comp. pitch err. table no.34
8335	0		Y neg. abs. comp. pitch err. table no.35
8336	0		Y neg. abs. comp. pitch err. table no.36
8337	0		Y neg. abs. comp. pitch err. table no.37
8338	0		Y neg. abs. comp. pitch err. table no.38
8339	0		Y neg. abs. comp. pitch err. table no.39
8340	0		Y neg. abs. comp. pitch err. table no.40
8341	0		Y neg. abs. comp. pitch err. table no.41
8342	0		Y neg. abs. comp. pitch err. table no.42
8343	0		Y neg. abs. comp. pitch err. table no.43
8344	0		Y neg. abs. comp. pitch err. table no.44
8345	0		Y neg. abs. comp. pitch err. table no.45
8346	0		Y neg. abs. comp. pitch err. table no.46
8347	0		Y neg. abs. comp. pitch err. table no.47
8348	0		Y neg. abs. comp. pitch err. table no.48
8349	0		Y neg. abs. comp. pitch err. table no.49
8350	0		Y neg. abs. comp. pitch err. table no.50
8351	0		Y neg. abs. comp. pitch err. table no.51
8352	0		Y neg. abs. comp. pitch err. table no.52
8353	0		Y neg. abs. comp. pitch err. table no.53
8354	0		Y neg. abs. comp. pitch err. table no.54
8355	0		Y neg. abs. comp. pitch err. table no.55
8356	0		Y neg. abs. comp. pitch err. table no.56
8357	0		Y neg. abs. comp. pitch err. table no.57
8358	0		Y neg. abs. comp. pitch err. table no.58
8359	0		Y neg. abs. comp. pitch err. table no.59
8360	0		Y neg. abs. comp. pitch err. table no.60
8361	0		Y neg. abs. comp. pitch err. table no.61
8362	0		Y neg. abs. comp. pitch err. table no.62
8363	0		Y neg. abs. comp. pitch err. table no.63
8364	0		Y neg. abs. comp. pitch err. table no.64
8365	0		Y neg. abs. comp. pitch err. table no.65
8366	0		Y neg. abs. comp. pitch err. table no.66
8367	0		Y neg. abs. comp. pitch err. table no.67
8368	0		Y neg. abs. comp. pitch err. table no.68
8369	0		Y neg. abs. comp. pitch err. table no.69
8370	0		Y neg. abs. comp. pitch err. table no.70
8371	0		Y neg. abs. comp. pitch err. table no.71
8372	0		Y neg. abs. comp. pitch err. table no.72
8373	0		Y neg. abs. comp. pitch err. table no.73
8374	0		Y neg. abs. comp. pitch err. table no.74
8375	0		Y neg. abs. comp. pitch err. table no.75
8376	0		Y neg. abs. comp. pitch err. table no.76
8377	0		Y neg. abs. comp. pitch err. table no.77
8378	0		Y neg. abs. comp. pitch err. table no.78
8379	0		Y neg. abs. comp. pitch err. table no.79
8380	0		Y neg. abs. comp. pitch err. table no.80
8381	0		Y neg. abs. comp. pitch err. table no.81
8382	0		Y neg. abs. comp. pitch err. table no.82
8383	0		Y neg. abs. comp. pitch err. table no.83
8384	0		Y neg. abs. comp. pitch err. table no.84
8385	0		Y neg. abs. comp. pitch err. table no.85
8386	0		Y neg. abs. comp. pitch err. table no.86
8387	0		Y neg. abs. comp. pitch err. table no.87
8388	0		Y neg. abs. comp. pitch err. table no.88
8389	0		Y neg. abs. comp. pitch err. table no.89
8390	0		Y neg. abs. comp. pitch err. table no.90
8391	0		Y neg. abs. comp. pitch err. table no.91
8392	0		Y neg. abs. comp. pitch err. table no.92
8393	0		Y neg. abs. comp. pitch err. table no.93
8394	0		Y neg. abs. comp. pitch err. table no.94
8395	0		Y neg. abs. comp. pitch err. table no.95
8396	0		Y neg. abs. comp. pitch err. table no.96
8397	0		Y neg. abs. comp. pitch err. table no.97
8398	0		Y neg. abs. comp. pitch err. table no.98
8399	0		Y neg. abs. comp. pitch err. table no.99
8400	0		Y neg. abs. comp. pitch err. table no.100
8401	0		Z pos. abs. comp. pitch err. table no.1
8402	0		Z pos. abs. comp. pitch err. table no.2
8403	0		Z pos. abs. comp. pitch err. table no.3
8404	0		Z pos. abs. comp. pitch err. table no.4
8405	0		Z pos. abs. comp. pitch err. table no.5
8406	0		Z pos. abs. comp. pitch err. table no.6
8407	0		Z pos. abs. comp. pitch err. table no.7
8408	0		Z pos. abs. comp. pitch err. table no.8
8409	0		Z pos. abs. comp. pitch err. table no.9
8410	0		Z pos. abs. comp. pitch err. table no.10
8411	0		Z pos. abs. comp. pitch err. table no.11
8412	0		Z pos. abs. comp. pitch err. table no.12
8413	0		Z pos. abs. comp. pitch err. table no.13
8414	0		Z pos. abs. comp. pitch err. table no.14
8415	0		Z pos. abs. comp. pitch err. table no.15
8416	0		Z pos. abs. comp. pitch err. table no.16
8417	0		Z pos. abs. comp. pitch err. table no.17
8418	0		Z pos. abs. comp. pitch err. table no.18
8419	0		Z pos. abs. comp. pitch err. table no.19
8420	0		Z pos. abs. comp. pitch err. table no.20
8421	0		Z pos. abs. comp. pitch err. table no.21
8422	0		Z pos. abs. comp. pitch err. table no.22
8423	0		Z pos. abs. comp. pitch err. table no.23
8424	0		Z pos. abs. comp. pitch err. table no.24
8425	0		Z pos. abs. comp. pitch err. table no.25
8426	0		Z pos. abs. comp. pitch err. table no.26
8427	0		Z pos. abs. comp. pitch err. table no.27
8428	0		Z pos. abs. comp. pitch err. table no.28
8429	0		Z pos. abs. comp. pitch err. table no.29
8430	0		Z pos. abs. comp. pitch err. table no.30
8431	0		Z pos. abs. comp. pitch err. table no.31
8432	0		Z pos. abs. comp. pitch err. table no.32
8433	0		Z pos. abs. comp. pitch err. table no.33
8434	0		Z pos. abs. comp. pitch err. table no.34
8435	0		Z pos. abs. comp. pitch err. table no.35
8436	0		Z pos. abs. comp. pitch err. table no.36
8437	0		Z pos. abs. comp. pitch err. table no.37
8438	0		Z pos. abs. comp. pitch err. table no.38
8439	0		Z pos. abs. comp. pitch err. table no.39
8440	0		Z pos. abs. comp. pitch err. table no.40
8441	0		Z pos. abs. comp. pitch err. table no.41
8442	0		Z pos. abs. comp. pitch err. table no.42
8443	0		Z pos. abs. comp. pitch err. table no.43
8444	0		Z pos. abs. comp. pitch err. table no.44
8445	0		Z pos. abs. comp. pitch err. table no.45
8446	0		Z pos. abs. comp. pitch err. table no.46
8447	0		Z pos. abs. comp. pitch err. table no.47
8448	0		Z pos. abs. comp. pitch err. table no.48
8449	0		Z pos. abs. comp. pitch err. table no.49
8450	0		Z pos. abs. comp. pitch err. table no.50
8451	0		Z pos. abs. comp. pitch err. table no.51
8452	0		Z pos. abs. comp. pitch err. table no.52
8453	0		Z pos. abs. comp. pitch err. table no.53
8454	0		Z pos. abs. comp. pitch err. table no.54
8455	0		Z pos. abs. comp. pitch err. table no.55
8456	0		Z pos. abs. comp. pitch err. table no.56
8457	0		Z pos. abs. comp. pitch err. table no.57
8458	0		Z pos. abs. comp. pitch err. table no.58
8459	0		Z pos. abs. comp. pitch err. table no.59
8460	0		Z pos. abs. comp. pitch err. table no.60
8461	0		Z pos. abs. comp. pitch err. table no.61
8462	0		Z pos. abs. comp. pitch err. table no.62
8463	0		Z pos. abs. comp. pitch err. table no.63
8464	0		Z pos. abs. comp. pitch err. table no.64
8465	0		Z pos. abs. comp. pitch err. table no.65
8466	0		Z pos. abs. comp. pitch err. table no.66
8467	0		Z pos. abs. comp. pitch err. table no.67
8468	0		Z pos. abs. comp. pitch err. table no.68
8469	0		Z pos. abs. comp. pitch err. table no.69
8470	0		Z pos. abs. comp. pitch err. table no.70
8471	0		Z pos. abs. comp. pitch err. table no.71
8472	0		Z pos. abs. comp. pitch err. table no.72
8473	0		Z pos. abs. comp. pitch err. table no.73
8474	0		Z pos. abs. comp. pitch err. table no.74
8475	0		Z pos. abs. comp. pitch err. table no.75
8476	0		Z pos. abs. comp. pitch err. table no.76
8477	0		Z pos. abs. comp. pitch err. table no.77
8478	0		Z pos. abs. comp. pitch err. table no.78
8479	0		Z pos. abs. comp. pitch err. table no.79
8480	0		Z pos. abs. comp. pitch err. table no.80
8481	0		Z pos. abs. comp. pitch err. table no.81
8482	0		Z pos. abs. comp. pitch err. table no.82
8483	0		Z pos. abs. comp. pitch err. table no.83
8484	0		Z pos. abs. comp. pitch err. table no.84
8485	0		Z pos. abs. comp. pitch err. table no.85
8486	0		Z pos. abs. comp. pitch err. table no.86
8487	0		Z pos. abs. comp. pitch err. table no.87
8488	0		Z pos. abs. comp. pitch err. table no.88
8489	0		Z pos. abs. comp. pitch err. table no.89
8490	0		Z pos. abs. comp. pitch err. table no.90
8491	0		Z pos. abs. comp. pitch err. table no.91
8492	0		Z pos. abs. comp. pitch err. table no.92
8493	0		Z pos. abs. comp. pitch err. table no.93
8494	0		Z pos. abs. comp. pitch err. table no.94
8495	0		Z pos. abs. comp. pitch err. table no.95
8496	0		Z pos. abs. comp. pitch err. table no.96
8497	0		Z pos. abs. comp. pitch err. table no.97
8498	0		Z pos. abs. comp. pitch err. table no.98
8499	0		Z pos. abs. comp. pitch err. table no.99
8500	0		Z pos. abs. comp. pitch err. table no.100
8501	0		Z neg. abs. comp. pitch err. table no.1
8502	0		Z neg. abs. comp. pitch err. table no.2
8503	0		Z neg. abs. comp. pitch err. table no.3
8504	0		Z neg. abs. comp. pitch err. table no.4
8505	0		Z neg. abs. comp. pitch err. table no.5
8506	0		Z neg. abs. comp. pitch err. table no.6
8507	0		Z neg. abs. comp. pitch err. table no.7
8508	0		Z neg. abs. comp. pitch err. table no.8
8509	0		Z neg. abs. comp. pitch err. table no.9
8510	0		Z neg. abs. comp. pitch err. table no.10
8511	0		Z neg. abs. comp. pitch err. table no.11
8512	0		Z neg. abs. comp. pitch err. table no.12
8513	0		Z neg. abs. comp. pitch err. table no.13
8514	0		Z neg. abs. comp. pitch err. table no.14
8515	0		Z neg. abs. comp. pitch err. table no.15
8516	0		Z neg. abs. comp. pitch err. table no.16
8517	0		Z neg. abs. comp. pitch err. table no.17
8518	0		Z neg. abs. comp. pitch err. table no.18
8519	0		Z neg. abs. comp. pitch err. table no.19
8520	0		Z neg. abs. comp. pitch err. table no.20
8521	0		Z neg. abs. comp. pitch err. table no.21
8522	0		Z neg. abs. comp. pitch err. table no.22
8523	0		Z neg. abs. comp. pitch err. table no.23
8524	0		Z neg. abs. comp. pitch err. table no.24
8525	0		Z neg. abs. comp. pitch err. table no.25
8526	0		Z neg. abs. comp. pitch err. table no.26
8527	0		Z neg. abs. comp. pitch err. table no.27
8528	0		Z neg. abs. comp. pitch err. table no.28
8529	0		Z neg. abs. comp. pitch err. table no.29
8530	0		Z neg. abs. comp. pitch err. table no.30
8531	0		Z neg. abs. comp. pitch err. table no.31
8532	0		Z neg. abs. comp. pitch err. table no.32
8533	0		Z neg. abs. comp. pitch err. table no.33
8534	0		Z neg. abs. comp. pitch err. table no.34
8535	0		Z neg. abs. comp. pitch err. table no.35
8536	0		Z neg. abs. comp. pitch err. table no.36
8537	0		Z neg. abs. comp. pitch err. table no.37
8538	0		Z neg. abs. comp. pitch err. table no.38
8539	0		Z neg. abs. comp. pitch err. table no.39
8540	0		Z neg. abs. comp. pitch err. table no.40
8541	0		Z neg. abs. comp. pitch err. table no.41
8542	0		Z neg. abs. comp. pitch err. table no.42
8543	0		Z neg. abs. comp. pitch err. table no.43
8544	0		Z neg. abs. comp. pitch err. table no.44
8545	0		Z neg. abs. comp. pitch err. table no.45
8546	0		Z neg. abs. comp. pitch err. table no.46
8547	0		Z neg. abs. comp. pitch err. table no.47
8548	0		Z neg. abs. comp. pitch err. table no.48
8549	0		Z neg. abs. comp. pitch err. table no.49
8550	0		Z neg. abs. comp. pitch err. table no.50
8551	0		Z neg. abs. comp. pitch err. table no.51
8552	0		Z neg. abs. comp. pitch err. table no.52
8553	0		Z neg. abs. comp. pitch err. table no.53
8554	0		Z neg. abs. comp. pitch err. table no.54
8555	0		Z neg. abs. comp. pitch err. table no.55
8556	0		Z neg. abs. comp. pitch err. table no.56
8557	0		Z neg. abs. comp. pitch err. table no.57
8558	0		Z neg. abs. comp. pitch err. table no.58
8559	0		Z neg. abs. comp. pitch err. table no.59
8560	0		Z neg. abs. comp. pitch err. table no.60
8561	0		Z neg. abs. comp. pitch err. table no.61
8562	0		Z neg. abs. comp. pitch err. table no.62
8563	0		Z neg. abs. comp. pitch err. table no.63
8564	0		Z neg. abs. comp. pitch err. table no.64
8565	0		Z neg. abs. comp. pitch err. table no.65
8566	0		Z neg. abs. comp. pitch err. table no.66
8567	0		Z neg. abs. comp. pitch err. table no.67
8568	0		Z neg. abs. comp. pitch err. table no.68
8569	0		Z neg. abs. comp. pitch err. table no.69
8570	0		Z neg. abs. comp. pitch err. table no.70
8571	0		Z neg. abs. comp. pitch err. table no.71
8572	0		Z neg. abs. comp. pitch err. table no.72
8573	0		Z neg. abs. comp. pitch err. table no.73
8574	0		Z neg. abs. comp. pitch err. table no.74
8575	0		Z neg. abs. comp. pitch err. table no.75
8576	0		Z neg. abs. comp. pitch err. table no.76
8577	0		Z neg. abs. comp. pitch err. table no.77
8578	0		Z neg. abs. comp. pitch err. table no.78
8579	0		Z neg. abs. comp. pitch err. table no.79
8580	0		Z neg. abs. comp. pitch err. table no.80
8581	0		Z neg. abs. comp. pitch err. table no.81
8582	0		Z neg. abs. comp. pitch err. table no.82
8583	0		Z neg. abs. comp. pitch err. table no.83
8584	0		Z neg. abs. comp. pitch err. table no.84
8585	0		Z neg. abs. comp. pitch err. table no.85
8586	0		Z neg. abs. comp. pitch err. table no.86
8587	0		Z neg. abs. comp. pitch err. table no.87
8588	0		Z neg. abs. comp. pitch err. table no.88
8589	0		Z neg. abs. comp. pitch err. table no.89
